Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
429,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21655,934819,# & % of participating clients remaining free of new occurrences of family violence after program completion (tracking duration as per program model) (Better Off) SIFIC 4A,In Progress,135358,Better Off,0.0,0.0,0,12.0
430,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21639,934811,# & % of participating clients who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators meeting dosage requirements (How Well) SIFIC 4A,In Progress,135352,How Much,0.0,0.0,0,15.0
431,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21651,934817,# & % of participating clients with reduced risk of becoming perpetrators of family violence and/or re-offend at the time of program completion (Better Off) SIFIC 4A,In Progress,135358,Better Off,0.0,0.0,0,12.0
432,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21649,934816,# & % of participating clients with reduced risk of becoming victims of family violence and/or being re-victimized at the time of program completion (Better Off) SIFIC 4A,In Progress,135358,Better Off,0.0,0.0,0,0.0
433,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21643,934814,# & % of particpating clients who are either at risk of becoming victims or family violence and/or have been victimized completing program (How Well) SIFIC 4A,In Progress,135360,How Well,0.0,0.0,0,0.0
434,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21637,934810,# & % of particpating clients who are either at risk of becoming victims or family violence and/or have been victimized meeting dosage requirements (How Well) SIFIC 4A,In Progress,135360,How Well,0.0,0.0,0,0.0
435,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21636,934809,# & % of recruited people enrolled into program as participating clients (How Well) SIFIC 4A,In Progress,135360,How Well,0.0,0.0,0,30.0
436,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21634,934807,# & % of total people enrolled into program who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators (How Much) SIFIC 4A,In Progress,135360,How Well,0.0,0.0,0,15.0
437,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21632,934806,# & % of total people enrolled into program who are either at risk of becoming victims or family violence and/or have been victimized (How Much) SIFIC 4A,In Progress,135360,How Well,0.0,0.0,0,0.0
438,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21633,934820,# of people enrolled into program who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators (How Much) SIFIC 4A,In Progress,135352,How Much,0.0,0.0,0,15.0
439,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21631,934805,# of people enrolled into program who are either at risk of becoming victims or family violence and/or have been victimized (How Much) SIFIC 4A,In Progress,135352,How Much,0.0,0.0,0,0.0
440,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21630,934804,# of people recruited for program,In Progress,135352,How Much,0.0,0.0,0,30.0
441,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18514,Agency W,73246,Agency W Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631903,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21635,934808,# total of people enrolled into program as participating clients (How Much) SIFIC 4A,In Progress,135352,How Much,0.0,0.0,0,15.0
541,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14845,Is anyone BETTER OFF?,21317,933435,# & % of caregivers of children 0-8 at lower risk to engage in abusive behavior towards children (Better Off),Submitted,135358,Better Off,0.0,0.0,0,71.0
542,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14845,Is anyone BETTER OFF?,21315,933434,# & % of children 0-8 at lower risk to experience child abuse as a result of receiving appropriate care (Better Off),Submitted,135358,Better Off,0.0,0.0,0,100.0
543,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21312,933432,"# & % of participating children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services as per program model (How Well)",Submitted,135360,How Well,0.0,64.0,70,2207.0
544,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21313,933433,"# of caregivers of children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services on schedule as per program model (How Well)",Submitted,135360,How Well,0.0,41.0,45,95.0
546,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21305,933427,"# of caregivers of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,38.0,41.0,45,95.0
548,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,19787,933425,"# of families with children 0-8 receiving information relevant to child mental health, substance abuse, domestic violence and respite care services through outreach efforts (How Much)",Submitted,135352,How Much,160.0,102.0,112,500.0
549,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21303,933424,# of outreach efforts conducted to recruit caregivers of children 0-8 for services (How Much),Submitted,135352,How Much,3.0,5.0,6,50.0
550,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21302,933423,# of outreach efforts conducted to recruit children 0-8 for services (How Much),Submitted,135352,How Much,3.0,5.0,6,50.0
552,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18514,Agency W,73126,Agency W Program 2,2530,Ready Children,12977,Strategy,11486,631629,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21304,933426,"(3)# of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,67.0,64.0,70,135.0
442,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21645,934832,# & %  of participating clients who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators completing program (How Well) SIFIC 4A,Submitted,135360,How Well,2.0,115.0,127,523.0
443,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21653,934835,# & %  of participating clients who are free of new occurrences of family violence at the time of program completion (Better Off) SIFIC 4A,Submitted,135358,Better Off,0.0,24.0,26,570.0
444,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21618,934830,# & % of participating clients completing program (How Well) SIFIC 1A,Submitted,135360,How Well,104.0,139.0,153,1140.0
445,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21616,934829,# & % of participating clients meeting program dosage requirements (How Well) SIFIC 1A,Submitted,135360,How Well,216.0,443.0,487,1140.0
446,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21655,934836,# & % of participating clients remaining free of new occurrences of family violence after program completion (tracking duration as per program model) (Better Off) SIFIC 4A,Submitted,135358,Better Off,12.0,2.0,2,285.0
447,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21639,934828,# & % of participating clients who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators meeting dosage requirements (How Well) SIFIC 4A,Submitted,135352,How Much,43.0,419.0,461,523.0
448,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21651,934834,# & % of participating clients with reduced risk of becoming perpetrators of family violence and/or re-offend at the time of program completion (Better Off) SIFIC 4A,Submitted,135358,Better Off,63.0,61.0,67,523.0
449,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14845,Is anyone BETTER OFF?,21649,934833,# & % of participating clients with reduced risk of becoming victims of family violence and/or being re-victimized at the time of program completion (Better Off) SIFIC 4A,Submitted,135358,Better Off,87.0,84.0,92,617.0
450,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21643,934831,# & % of particpating clients who are either at risk of becoming victims or family violence and/or have been victimized completing program (How Well) SIFIC 4A,Submitted,135360,How Well,63.0,138.0,152,617.0
451,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21637,934827,# & % of particpating clients who are either at risk of becoming victims or family violence and/or have been victimized meeting dosage requirements (How Well) SIFIC 4A,Submitted,135360,How Well,63.0,442.0,486,617.0
452,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21636,934826,# & % of recruited people enrolled into program as participating clients (How Well) SIFIC 4A,Submitted,135360,How Well,41.0,177.0,195,2419.0
453,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21634,934824,# & % of total people enrolled into program who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators (How Much) SIFIC 4A,Submitted,135360,How Well,2.0,103.0,113,1045.0
454,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14844,How WELL did we do it?,21632,934823,# & % of total people enrolled into program who are either at risk of becoming victims or family violence and/or have been victimized (How Much) SIFIC 4A,Submitted,135360,How Well,49.0,134.0,147,1234.0
455,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21633,934837,# of people enrolled into program who are either at risk of becoming perpetrators of familiy violence and/or already have been identified as perpetrators (How Much) SIFIC 4A,Submitted,135352,How Much,11.0,103.0,113,1045.0
456,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21631,934822,# of people enrolled into program who are either at risk of becoming victims or family violence and/or have been victimized (How Much) SIFIC 4A,Submitted,135352,How Much,481.0,174.0,191,1234.0
457,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21630,934821,# of people recruited for program,Submitted,135352,How Much,481.0,1061.0,1167,2419.0
458,15799,Impact Councils - Impact Council Reporting - Strong Individuals and Families Impact Council,24365,Indicator 4,18515,Agency X,73247,Agency X Program 1,2532,Strong Individuals and Families,12977,Strategy,11863,631904,Expand prevention and/or intervention services that interrupt the cycle of family violence for individuals and families who are either at risk of family violence or who are already victims or perpetrators themselves. (Indicator 4),14843,How MUCH did we do?,21635,934825,# total of people enrolled into program as participating clients (How Much) SIFIC 4A,Submitted,135352,How Much,481.0,177.0,195,2279.0
1278,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14844,How WELL did we do it?,21931,935379,# & % of systems demonstrating a reduction in disciplinary referrals after achievement of system level changes (Better Off) SSIC 2.2B,Submitted,135360,How Well,0.0,0.0,0,4.0
1279,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14844,How WELL did we do it?,21933,935380,# & % of systems sustaining a reduction in disciplinary referrals after achievement of system level changes (Better Off) SSIC 2.2B,Submitted,135360,How Well,0.0,0.0,0,4.0
1280,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21929,935377,# of systems engaged on reform (How Much) SSIC 2.2B,Submitted,135352,How Much,4.0,6.0,7,5.0
1281,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21936,935382,"% change in disciplinary referral rate (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education Program) (Better Off) SSIC 2.2B",Submitted,135352,How Much,0.0,0.0,0,0.0
1282,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21930,935378,"% of students with disciplinary referrals (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education Program) (How Much) SSIC 2.2B",Submitted,135352,How Much,83.0,0.0,0,0.0
1283,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11871,632065,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21935,935381,"% of students with disciplinary referrals (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education) Program after achievement of system level changes (Better Off) SSIC 2.2B",Submitted,135352,How Much,0.0,0.0,0,0.0
1284,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21921,935371,# & % of identified students with disciplinary referrals and/or behavioral issues enrolled in appropriate intervention(s) (How Much) SSIC 2.2A,Submitted,135360,How Well,20.0,26.0,29,270.0
1285,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21923,935372,# & % of participating students completing intervention(s) (How Well) SSIC 2.2A,Submitted,135360,How Well,20.0,20.0,22,250.0
1286,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21924,935373,# & % of participating students demonstrating improvement on identified behavioral issues (How Well) SSIC 2.2A,Submitted,135360,How Well,9.0,5.0,6,225.0
1287,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14845,Is anyone BETTER OFF?,21926,935374,# & % of participating students with reduction in disciplinary referrals after completion of intervention(s) (tracking duration as per program model) (Better Off) SSIC 2.2A,Submitted,135358,Better Off,0.0,0.0,0,200.0
1288,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14845,Is anyone BETTER OFF?,21952,935375,# & % of participating students without disciplinary referrals after completion of intervention(s) (tracking duration as per program model) (Better Off) SSIC 2.2A,Submitted,135358,Better Off,0.0,0.0,0,125.0
1289,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14844,How WELL did we do it?,21917,935368,# & % of students with disciplinary referrals and/or behavioral issues identified (How Much) SSIC 2.2A,Submitted,135360,How Well,20.0,26.0,29,289.0
1290,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14843,How MUCH did we do?,21918,935369,# of students with disciplinary referrals and/or behavioral issues assessed to identify appropriate intervention(s) (How Much) SSIC 2.2A,Submitted,135352,How Much,83.0,26.0,29,274.0
1291,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18515,Agency X,73270,Agency X Program 2,2531,Successful Students,12977,Strategy,11870,632064,"Increase number of evidence-based programs that Identify students with behavioral issues, Assess needs for behavioral support and address needs based on assessment (Indicator 2.2A)",14843,How MUCH did we do?,21920,935370,# of students with disciplinary referrals and/or behavioral issues enrolled in appropriate intervention(s) (How Much) SSIC 2.2A,Submitted,135352,How Much,83.0,26.0,29,270.0
470,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14845,Is anyone BETTER OFF?,21315,932746,# & % of children 0-8 at lower risk to experience child abuse as a result of receiving appropriate care (Better Off),Submitted,135358,Better Off,4.0,5.0,6,188.0
471,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21312,932744,"# & % of participating children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services as per program model (How Well)",Submitted,135360,How Well,16.0,5.0,6,250.0
